x,y,z
-4.523793335417625183e-02,8.201934765661086368e-01,7.812651425237252534e-01
-4.545287935168743076e-02,8.238605220990896649e-01,7.779805227281414437e-01
-4.566876698790996864e-02,8.275270954601035012e-01,7.745257972240541244e-01
-4.588559561691691463e-02,8.311931879914047361e-01,7.709009854592323574e-01
-4.610336458186318348e-02,8.348587909268119223e-01,7.671061073801999086e-01
-4.632207321532311184e-02,8.385238953993452427e-01,7.631411834398323935e-01
-4.654172083960816247e-02,8.421884924483629131e-01,7.590062346040872265e-01
-4.676230676706513018e-02,8.458525730262160813e-01,7.547012823579622998e-01
-4.698383030035548080e-02,8.495161280044449814e-01,7.502263487107666551e-01
-4.720629073271657983e-02,8.531791481795406584e-01,7.455814562007807567e-01
-4.742968734820565690e-02,8.568416242782979086e-01,7.407666278993734199e-01
-4.765401942192747792e-02,8.605035469627854150e-01,7.357818874146379029e-01
-4.787928622024661962e-02,8.641649068349588347e-01,7.306272588945995627e-01
-4.810548700098535302e-02,8.678256944409410423e-01,7.253027670300438157e-01
-4.833262101360809998e-02,8.714859002749938410e-01,7.198084370570069224e-01
-4.856068749939334434e-02,8.751455147832039039e-01,7.141442947589662360e-01
-4.878968569159390645e-02,8.788045283669045915e-01,7.083103664687642187e-01
-4.901961481558643474e-02,8.824629313858534108e-01,7.023066790702937601e-01
-4.925047408901091217e-02,8.861207141611844307e-01,6.961332599999724424e-01
-4.948226272190087149e-02,8.897778669781526428e-01,6.897901372480265136e-01
-4.971497991680514511e-02,8.934343800886871412e-01,6.832773393596058842e-01
-4.994862486890165598e-02,8.970902437137678875e-01,6.765948954357475786e-01
-5.018319676610397823e-02,9.007454480456401624e-01,6.697428351342024078e-01
-5.041869478916116004e-02,9.043999832498786917e-01,6.627211886701401822e-01
-5.065511811175135715e-02,9.080538394673143276e-01,6.555299868167437927e-01
-5.089246590056976244e-02,9.117070068158334983e-01,6.481692609057044807e-01
-5.113073731541123434e-02,9.153594753920604177e-01,6.406390428276272919e-01
-5.136993150924810264e-02,9.190112352729308265e-01,6.329393650323544840e-01
-5.161004762830345705e-02,9.226622765171665908e-01,6.250702605292159930e-01
-5.185108481212030718e-02,9.263125891666575962e-01,6.170317628872116211e-01
-5.209304219362692612e-02,9.299621632477589328e-01,6.088239062351329389e-01
-5.233591889919864820e-02,9.336109887725092538e-01,6.004467252616284556e-01
-5.257971404871641247e-02,9.372590557397766364e-01,5.919002552152179408e-01
-5.282442675562228074e-02,9.409063541363366090e-01,5.831845319042593401e-01
-5.307005612697219404e-02,9.445528739378884486e-01,5.742995916968728354e-01
